seed,gse_type,log_file,date_time,duration_hours,duration_min,gse_count,gse_speed,charge_duration_min,base_consumption_rate_pct_per_unit,recharge_rate_pct_per_min,auction_alpha,auction_beta
66,electric,seed066_electric.log,2026-04-24 08:52:33,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
72,electric,seed072_electric.log,2026-04-24 08:52:34,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
71,electric,seed071_electric.log,2026-04-24 08:52:34,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
68,electric,seed068_electric.log,2026-04-24 08:52:34,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
76,electric,seed076_electric.log,2026-04-24 08:52:35,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
69,electric,seed069_electric.log,2026-04-24 08:52:35,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
75,electric,seed075_electric.log,2026-04-24 08:52:37,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
74,electric,seed074_electric.log,2026-04-24 08:52:38,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
79,electric,seed079_electric.log,2026-04-24 08:52:38,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
67,electric,seed067_electric.log,2026-04-24 08:52:38,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
81,electric,seed081_electric.log,2026-04-24 08:52:38,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
78,electric,seed078_electric.log,2026-04-24 08:52:39,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
73,electric,seed073_electric.log,2026-04-24 08:52:39,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
77,electric,seed077_electric.log,2026-04-24 08:52:40,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
80,electric,seed080_electric.log,2026-04-24 08:52:40,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
83,electric,seed083_electric.log,2026-04-24 08:52:41,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
82,electric,seed082_electric.log,2026-04-24 08:52:42,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
86,electric,seed086_electric.log,2026-04-24 08:52:42,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
84,electric,seed084_electric.log,2026-04-24 08:52:43,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
92,electric,seed092_electric.log,2026-04-24 08:52:43,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
89,electric,seed089_electric.log,2026-04-24 08:52:43,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
90,electric,seed090_electric.log,2026-04-24 08:52:44,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
87,electric,seed087_electric.log,2026-04-24 08:52:44,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
91,electric,seed091_electric.log,2026-04-24 08:52:45,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
88,electric,seed088_electric.log,2026-04-24 08:52:45,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
95,electric,seed095_electric.log,2026-04-24 08:52:45,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
93,electric,seed093_electric.log,2026-04-24 08:52:45,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
94,electric,seed094_electric.log,2026-04-24 08:52:46,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
85,electric,seed085_electric.log,2026-04-24 08:52:47,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
97,electric,seed097_electric.log,2026-04-24 08:52:47,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
96,electric,seed096_electric.log,2026-04-24 08:52:48,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
99,electric,seed099_electric.log,2026-04-24 08:52:48,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
98,electric,seed098_electric.log,2026-04-24 08:52:49,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
100,electric,seed100_electric.log,2026-04-24 08:52:50,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
101,electric,seed101_electric.log,2026-04-24 08:52:50,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
102,electric,seed102_electric.log,2026-04-24 08:52:51,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
105,electric,seed105_electric.log,2026-04-24 08:52:51,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
107,electric,seed107_electric.log,2026-04-24 08:52:51,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
106,electric,seed106_electric.log,2026-04-24 08:52:51,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
103,electric,seed103_electric.log,2026-04-24 08:52:51,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
108,electric,seed108_electric.log,2026-04-24 08:52:52,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
111,electric,seed111_electric.log,2026-04-24 08:52:52,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
110,electric,seed110_electric.log,2026-04-24 08:52:53,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
109,electric,seed109_electric.log,2026-04-24 08:52:53,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
104,electric,seed104_electric.log,2026-04-24 08:52:53,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
113,electric,seed113_electric.log,2026-04-24 08:52:53,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
112,electric,seed112_electric.log,2026-04-24 08:52:54,24.0,1440.0,8,4.0,15.0,0.5,6.666666666666667,0.7,0.3
