seed,gse_type,log_file,date_time,duration_hours,duration_min,gse_count,gse_speed,charge_duration_min,base_consumption_rate_pct_per_unit,recharge_rate_pct_per_min
39,electric,seed039_electric.log,2026-04-22 18:26:44,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
43,electric,seed043_electric.log,2026-04-22 18:26:44,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
44,electric,seed044_electric.log,2026-04-22 18:26:45,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
45,electric,seed045_electric.log,2026-04-22 18:26:45,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
46,electric,seed046_electric.log,2026-04-22 18:26:45,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
34,electric,seed034_electric.log,2026-04-22 18:26:45,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
32,electric,seed032_electric.log,2026-04-22 18:26:45,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
47,electric,seed047_electric.log,2026-04-22 18:26:45,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
49,electric,seed049_electric.log,2026-04-22 18:26:46,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
42,electric,seed042_electric.log,2026-04-22 18:26:46,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
36,electric,seed036_electric.log,2026-04-22 18:26:46,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
33,electric,seed033_electric.log,2026-04-22 18:26:47,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
48,electric,seed048_electric.log,2026-04-22 18:26:47,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
